Instruction;Arg1;Arg2;Arg3;Arg4;Op1;Op2;Op3;Op4;Legacy;REX/VEX;Opcode;ModR/M;Disp;Imm;64-bits Mode;Legacy Mode;Special;Grammar;AT&T;Family;Annotate;Description;Notes;
VPEXTRD;imm8;xmm;r32/m32;;imm8;ModRM:reg (r);ModRM:r/m (w);;;VEX.128.66.0F3A.W0;16;/r;;ib;Valid;Valid;AVX;;VPEXTRD;UNDEF;NA;Extract a dword integer value from xmm2 at the source dword offset specified by imm8 into r32/m32.;;
VPEXTRQ;imm8;xmm;r64/m64;;imm8;ModRM:reg (r);ModRM:r/m (w);;;VEX.128.66.0F3A.W1;16;/r;;ib;Valid;N.E;AVX;;VPEXTRQ;UNDEF;NA;Extract a qword integer value from xmm2 at the source dword offset specified by imm8 into r64/m64.;;
VPEXTRW;imm8;xmm;r32;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.128.66.0F.W0;C5;/r;;ib;Valid;Valid;AVX;;VPEXTRW;UNDEF;NA;Extract the word specified by imm8 from xmm1 and move it to reg, bits 15:0. Zero-extend the result. The upper bits of r64/r32 is filled with zeros.;In 64-bit mode, VEX.W1 is ignored for VPEXTRW (similar to legacy REX.W=1 prefix in PEXTRW).;
VPEXTRW;imm8;xmm;r32/m16;;imm8;ModRM:reg (r);ModRM:r/m (w);;;VEX.128.66.0F3A.W0;15;/r;;ib;Valid;Valid;AVX;;VPEXTRW;UNDEF;NA;Extract a word integer value from xmm2 at the source word offset specified by imm8 into reg or m16. The upper bits of r64/r32 is filled with zeros.;;
VPHADDD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;02;/r;;;Valid;Valid;AVX;;VPHADDD;PHADD;NA;Add 32-bit integers horizontally, pack to xmm1.;;
VPHADDSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;03;/r;;;Valid;Valid;AVX;;VPHADDSW;PHADD;NA;Add 16-bit signed integers horizontally, pack saturated integers to xmm1.;;
VPHADDW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;01;/r;;;Valid;Valid;AVX;;VPHADDW;PHADD;NA;Add 16-bit integers horizontally, pack to xmm1.;;
VPHMINPOSUW;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;41;/r;;;Valid;Valid;AVX;;VPHMINPOSUW;UNDEF;NA;Find the minimum unsigned word in xmm2/m128 and place its value in the low word of xmm1 and its index in the second-lowest word of xmm1.;;
VPHSUBD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (r, w);;;VEX.NDS.128.66.0F38.WIG;06;/r;;;Valid;Valid;AVX;;VPHSUBD;PHSUB;NA;Subtract 32-bit signed integers horizontally, pack to xmm1.;;
VPHSUBSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (r, w);;;VEX.NDS.128.66.0F38.WIG;07;/r;;;Valid;Valid;AVX;;VPHSUBSW;PHSUB;NA;Subtract 16-bit signed integer horizontally, pack saturated integers to xmm1.;;
VPHSUBW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (r, w);;;VEX.NDS.128.66.0F38.WIG;05;/r;;;Valid;Valid;AVX;;VPHSUBW;PHSUB;NA;Subtract 16-bit signed integers horizontally, pack to xmm1.;;
VPINSRB;imm8;r32/m8;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.W0;20;/r;;ib;Valid;Valid;AVX;;VPINSRB;UNDEF;NA;Merge a byte integer value from r32/m8 and rest from xmm2 into xmm1 at the byte offset in imm8.;In 64-bit mode, VEX.W1 is ignored for VPINSRB (similar to legacy REX.W=1 prefix with PINSRB).;
VPINSRD;imm8;r32/m32;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.W0;22;/r;;ib;Valid;Valid;AVX;;VPINSRD;UNDEF;NA;Insert a dword integer value from r32/m32 and rest from xmm2 into xmm1 at the dword offset in imm8.;;
VPINSRQ;imm8;r64/m64;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.W1;22;/r;;ib;Valid;N.E;AVX;;VPINSRQ;UNDEF;NA;Insert a qword integer value from r64/m64 and rest from xmm2 into xmm1 at the qword offset in imm8.;;
VPINSRW;imm8;r32/m16;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F.W0;C4;/r;;ib;Valid;Valid;AVX;;VPINSRW;UNDEF;NA;Insert a word integer value from r32/m16 and rest from xmm2 into xmm1 at the word offset in imm8.;In 64-bit mode, VEX.W1 is ignored for VPINSRW (similar to legacy REX.W=1 prefix in PINSRW).;
VPMADDUBSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;04;/r;;;Valid;Valid;AVX;;VPMADDUBSW;PMADD;NA;Multiply signed and unsigned bytes, add horizontal pair of signed words, pack saturated signed-words to xmm1.;;
VPMADDWD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F5;/r;;;Valid;Valid;AVX;;VPMADDWD;PMADD;NA;Multiply the packed word integers in xmm2 by the packed word integers in xmm3/m128, add adjacent doubleword results, and store in xmm1.;;
VPMAXSB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;3C;/r;;;Valid;Valid;AVX;;VPMAXSB;PMAX;NA;Compare packed signed byte integers in xmm2 and xmm3/m128 and store packed maximum values in xmm1.;;
VPMAXSD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;3D;/r;;;Valid;Valid;AVX;;VPMAXSD;PMAX;NA;Compare packed signed dword integers in xmm2 and xmm3/m128 and store packed maximum values in xmm1.;;
VPMAXSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;EE;/r;;;Valid;Valid;AVX;;VPMAXSW;PMAX;NA;Compare packed signed word integers in xmm3/m128 and xmm2 and store packed maximum values in xmm1.;;
VPMAXUB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;DE;/r;;;Valid;Valid;AVX;;VPMAXUB;PMAX;NA;Compare packed unsigned byte integers in xmm2 and xmm3/m128 and store packed maximum values in xmm1.;;
VPMAXUD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;3F;/r;;;Valid;Valid;AVX;;VPMAXUD;PMAX;NA;Compare packed unsigned dword integers in xmm2 and xmm3/m128 and store packed maximum values in xmm1.;;
VPMAXUW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;3E;/r;;;Valid;Valid;AVX;;VPMAXUW;PMAX;NA;Compare packed unsigned word integers in xmm3/m128 and xmm2 and store maximum packed values in xmm1.;;
VPMINSB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;38;/r;;;Valid;Valid;AVX;;VPMINSB;PMIN;NA;Compare packed signed byte integers in xmm2 and xmm3/m128 and store packed minimum values in xmm1.;;
VPMINSD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;39;/r;;;Valid;Valid;AVX;;VPMINSD;PMIN;NA;Compare packed signed dword integers in xmm2 and xmm3/m128 and store packed minimum values in xmm1.;;
VPMINSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;EA;/r;;;Valid;Valid;AVX;;VPMINSW;PMIN;NA;Compare packed signed word integers in xmm3/m128 and xmm2 and return packed minimum values in xmm1.;;
VPMINUB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;DA;/r;;;Valid;Valid;AVX;;VPMINUB;PMIN;NA;Compare packed unsigne byte integers in xmm2 an xmm3/m128 and store packed minimum values in xmm1.;;
VPMINUD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;3B;/r;;;Valid;Valid;AVX;;VPMINUD;PMIN;NA;Compare packed unsigned dword integers in xmm2 and xmm3/m128 and store packed minimum values in xmm1.;;
VPMINUW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;3A;/r;;;Valid;Valid;AVX;;VPMINUW;PMIN;NA;Compare packed unsigned word integers in xmm3/m128 and xmm2 and return packed minimum values in xmm1.;;
VPMOVMSKB;xmm;r32;;;ModRM:reg (r);ModRM:reg (w);;;;VEX.128.66.0F.WIG;D7;/r;;;Valid;Valid;AVX;;VPMOVMSKB;PMOV;NA;Move a byte mask of xmm1 to r32. The upper bits of r32 are filled with zeros.;;
VPMOVMSKB;xmm;r64;;;ModRM:reg (r);ModRM:reg (w);;;;VEX.128.66.0F.WIG;D7;/r;;;Valid;N.E;AVX;;VPMOVMSKB;PMOV;NA;Move a byte mask of xmm1 to r64. The upper bits of r64 are filled with zeros.;;
VPMOVSXBD;xmm/m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;21;/r;;;Valid;Valid;AVX;;VPMOVSXBD;PMOV;NA;Sign extend 4 packed 8-bit integers in the low 4 bytes of xmm2/m32 to 4 packed 32-bit integers in xmm1.;;
VPMOVSXBQ;xmm/m16;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;22;/r;;;Valid;Valid;AVX;;VPMOVSXBQ;PMOV;NA;Sign extend 2 packed 8-bit integers in the low 2 bytes of xmm2/m16 to 2 packed 64-bit integers in xmm1.;;
VPMOVSXBW;xmm/m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;20;/r;;;Valid;Valid;AVX;;VPMOVSXBW;PMOV;NA;Sign extend 8 packed 8-bit integers in the low 8 bytes of xmm2/m64 to 8 packed 16-bit integers in xmm1.;;
VPMOVSXDQ;xmm/m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;25;/r;;;Valid;Valid;AVX;;VPMOVSXDQ;PMOV;NA;Sign extend 2 packed 32-bit integers in the low 8 bytes of xmm2/m64 to 2 packed 64-bit integers in xmm1.;;
VPMOVSXWD;xmm/m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;23;/r;;;Valid;Valid;AVX;;VPMOVSXWD;PMOV;NA;Sign extend 4 packed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed 32-bit integers in xmm1.;;
VPMOVSXWQ;xmm/m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;24;/r;;;Valid;Valid;AVX;;VPMOVSXWQ;PMOV;NA;Sign extend 2 packed 16-bit integers in the low 4 bytes of xmm2/m32 to 2 packed 64-bit integers in xmm1.;;
VPMOVZXBD;xmm/m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;31;/r;;;Valid;Valid;AVX;;VPMOVZXBD;PMOV;NA;Zero extend 4 packed 8-bit integers in the low 4 bytes of xmm2/m32 to 4 packed 32-bit integers in xmm1.;;
VPMOVZXBQ;xmm/m16;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;32;/r;;;Valid;Valid;AVX;;VPMOVZXBQ;PMOV;NA;Zero extend 2 packed 8-bit integers in the low 2 bytes of xmm2/m16 to 2 packed 64-bit integers in xmm1.;;
VPMOVZXBW;xmm/m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;30;/r;;;Valid;Valid;AVX;;VPMOVZXBW;PMOV;NA;Zero extend 8 packed 8-bit integers in the low 8 bytes of xmm2/m64 to 8 packed 16-bit integers in xmm1.;;
VPMOVZXDQ;xmm/m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;35;/r;;;Valid;Valid;AVX;;VPMOVZXDQ;PMOV;NA;Zero extend 2 packed 32-bit integers in the low 8 bytes of xmm2/m64 to 2 packed 64-bit integers in xmm1.;;
VPMOVZXWD;xmm/m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;33;/r;;;Valid;Valid;AVX;;VPMOVZXWD;PMOV;NA;Zero extend 4 packed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed 32-bit integers in xmm1.;;
VPMOVZXWQ;xmm/m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;34;/r;;;Valid;Valid;AVX;;VPMOVZXWQ;PMOV;NA;Zero extend 2 packed 16-bit integers in the low 4 bytes of xmm2/m32 to 2 packed 64-bit integers in xmm1.;;
VPMULDQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;28;/r;;;Valid;Valid;AVX;;VPMULDQ;PMUL;NA;Multiply packed signed doubleword integers in xmm2 by packed signed doubleword integers in xmm3/m128, and store the quadword results in xmm1.;;
VPMULHRSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;0B;/r;;;Valid;Valid;AVX;;VPMULHRSW;PMUL;NA;Multiply 16-bit signed words, scale and round signed doublewords, pack high 16 bits to xmm1.;;
VPMULHUW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E4;/r;;;Valid;Valid;AVX;;VPMULHUW;PMUL;NA;Multiply the packed unsigned word integers in xmm2 and xmm3/m128, and store the high 16 bits of the results in xmm1.;;
VPMULHW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E5;/r;;;Valid;Valid;AVX;;VPMULHW;PMUL;NA;Multiply the packed signed word integers in xmm2 and xmm3/m128, and store the high 16 bits of the results in xmm1.;;
VPMULLD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;40;/r;;;Valid;Valid;AVX;;VPMULLD;PMUL;NA;Multiply the packed dword signed integers in xmm2 and xmm3/m128 and stor the low 32 bits of each product in xmm1.;;
VPMULLW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D5;/r;;;Valid;Valid;AVX;;VPMULLW;PMUL;NA;Multiply the packed dword signed integers in xmm2 and xmm3/m128 and store the low 32 bits of each product in xmm1.;;
VPMULUDQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F4;/r;;;Valid;Valid;AVX;;VPMULUDQ;PMUL;NA;Multiply packed unsigned doubleword integers in xmm2 by packed unsigned doubleword integers in xmm3/m128, and store the quadword results in xmm1.;;
VPOR;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;EB;/r;;;Valid;Valid;AVX;;VPOR;OR;NA;Bitwise OR of xmm2/m128 and xmm3.;;
VPSADBW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F6;/r;;;Valid;Valid;AVX;;VPSADBW;PSADBW;NA;Computes the absolute differences of the packed unsigned byte integers from xmm3 /m128 and xmm2; the 8 low differences and 8 high differences are then summed separately to produce two unsigned word integer results.;
VPSHUFB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;00;/r;;;Valid;Valid;AVX;;VPSHUFB;PSHUF;NA;Shuffle bytes in xmm2 according to contents of xmm3/m128.;;
VPSHUFD;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.128.66.0F.WIG;70;/r;;ib;Valid;Valid;AVX;;VPSHUFD;PSHUF;NA;Shuffle the doublewords in xmm2/m128 based on the encoding in imm8 and store the result in xmm1.;;
VPSHUFHW;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.128.F3.0F.WIG;70;/r;;ib;Valid;Valid;AVX;;VPSHUFHW;PSHUF;NA;Shuffle the high words in xmm2/m128 based on the encoding in imm8 and store the result in xmm1.;;
VPSHUFLW;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.128.F2.0F.WIG;70;/r;;ib;Valid;Valid;AVX;;VPSHUFLW;PSHUF;NA;Shuffle the low words in xmm2/m128 based on the encoding in imm8 and store the result in xmm1.;;
VPSIGNB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;08;/r;;;Valid;Valid;AVX;;VPSIGNB;PSIGN;NA;Negate/zero/preserve packed byte integers in xmm2 depending on the corresponding sign in xmm3/m128.;;
VPSIGND;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;0A;/r;;;Valid;Valid;AVX;;VPSIGND;PSIGN;NA;Negate/zero/preserve packed doubleword integers in xmm2 depending on the corresponding sign in xmm3/m128.;;
VPSIGNW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;09;/r;;;Valid;Valid;AVX;;VPSIGNW;PSIGN;NA;Negate/zero/preserve packed word integers in xmm2 depending on the corresponding sign in xmm3/m128.;;
VPSLLD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F2;/r;;;Valid;Valid;AVX;;VPSLLD;PSLL;NA;Shift doublewords in xmm2 left by amount specified in xmm3/m128 while shifting in 0s.;;
VPSLLD;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;72;/6;;ib;Valid;Valid;AVX;;VPSLLD;PSLL;NA;Shift doublewords in xmm2 left by imm8 while shifting in 0s.;;
VPSLLDQ;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;73;/7;;ib;Valid;Valid;AVX;;VPSLLDQ;PSLL;NA;Shift xmm2 left by imm8 bytes while shifting in 0s and store result in xmm1.;;
VPSLLQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F3;/r;;;Valid;Valid;AVX;;VPSLLQ;PSLL;NA;Shift quadwords in xmm2 left by amount specified in xmm3/m128 while shifting in 0s.;;
VPSLLQ;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;73;/6;;ib;Valid;Valid;AVX;;VPSLLQ;PSLL;NA;Shift quadwords in xmm2 left by imm8 while shifting in 0s.;;
VPSLLW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F1;/r;;;Valid;Valid;AVX;;VPSLLW;PSLL;NA;Shift words in xmm2 left b amount specified in xmm3/m128 while shifting in 0s.;;
VPSLLW;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;71;/6;;ib;Valid;Valid;AVX;;VPSLLW;PSLL;NA;Shift words in xmm2 left by imm8 while shifting in 0s.;;
VPSRAD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E2;/r;;;Valid;Valid;AVX;;VPSRAD;PSHR;NA;Shift doublewords in xmm2 right by amount specified in xmm3/m128 while shifting in sign bits.;;
VPSRAD;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;72;/4;;ib;Valid;Valid;AVX;;VPSRAD;PSHR;NA;Shift doublewords in xmm2 right by imm8 while shifting in sign bits.;;
VPSRAW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E1;/r;;;Valid;Valid;AVX;;VPSRAW;PSHR;NA;Shift words in xmm2 right by amount specified in xmm3/m128 while shifting in sign bits.;;
VPSRAW;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;71;/4;;ib;Valid;Valid;AVX;;VPSRAW;PSHR;NA;Shift words in xmm2 right by imm8 while shifting in sign bits.;;
VPSRLD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D2;/r;;;Valid;Valid;AVX;;VPSRLD;PSHR;NA;Shift doublewords in xmm2 right by amount specified in xmm3/m128 while shifting in 0s.;;
VPSRLD;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;72;/2;;ib;Valid;Valid;AVX;;VPSRLD;PSHR;NA;Shift doublewords in xmm2 right by imm8 while shifting in 0s.;;
VPSRLDQ;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;73;/3;;ib;Valid;Valid;AVX;;VPSRLDQ;PSHR;NA;Shift xmm2 right by imm8 bytes while shifting in 0s.;;
VPSRLQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D3;/r;;;Valid;Valid;AVX;;VPSRLQ;PSHR;NA;Shift quadwords in xmm2 right by amount specified in xmm3/m128 while shifting in 0s.;;
VPSRLQ;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;73;/2;;ib;Valid;Valid;AVX;;VPSRLQ;PSHR;NA;Shift quadwords in xmm2 right by imm8 while shifting in 0s.;;
VPSRLW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D1;/r;;;Valid;Valid;AVX;;VPSRLW;PSHR;NA;Shift words in xmm2 right by amount specified in xmm3/m128 while shifting in 0s.;;
VPSRLW;imm8;xmm;xmm;;imm8;ModRM:r/m (r);VEX.vvvv (w);;;VEX.NDD.128.66.0F.WIG;71;/2;;ib;Valid;Valid;AVX;;VPSRLW;PSHR;NA;Shift words in xmm2 right by imm8 while shifting in 0s.;;
VPSUBB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F8;/r;;;Valid;Valid;AVX;;VPSUBB;PSUB;NA;Subtract packed byte integers in xmm3/m128 from xmm2.;;
VPSUBD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;FA;/r;;;Valid;Valid;AVX;;VPSUBD;PSUB;NA;Subtract packed doubleword integers in xmm3/m128 from xmm2.;;
VPSUBQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;FB;/r;;;Valid;Valid;AVX;;VPSUBQ;PSUB;NA;Subtract packed quadword integers in xmm3/m128 from xmm2.;;
VPSUBSB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E8;/r;;;Valid;Valid;AVX;;VPSUBSB;PSUB;NA;Subtract packed signed byte integers in xmm3/m128 from packed signed byte integers in xmm2 and saturate results.;;
VPSUBSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E9;/r;;;Valid;Valid;AVX;;VPSUBSW;PSUB;NA;Subtract packed signed word integers in xmm3/m128 from packed signed word integers in xmm2 and saturate results.;;
VPSUBUSB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D8;/r;;;Valid;Valid;AVX;;VPSUBUSB;PSUB;NA;Subtract packed unsigned byte integers in xmm3/m128 from packed unsigned byte integers in xmm2 and saturate result.;;
VPSUBUSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D9;/r;;;Valid;Valid;AVX;;VPSUBUSW;PSUB;NA;Subtract packed unsigned word integers in xmm3/m128 from packed unsigned word integers in xmm2 and saturate result.;;
VPSUBW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;F9;/r;;;Valid;Valid;AVX;;VPSUBW;PSUB;NA;Subtract packed word integers in xmm3/m128 from xmm2.;;
VPTEST;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r);;;;VEX.128.66.0F38.WIG;17;/r;;;Valid;Valid;AVX;;VPTEST;UNDEF;NA;Set ZF and CF depending on bitwise AND and ANDN of sources.;;
VPTEST;ymm/m256;ymm;;;ModRM:r/m (r);ModRM:reg (r);;;;VEX.256.66.0F38.WIG;17;/r;;;Valid;Valid;AVX;;VPTEST;UNDEF;NA;Set ZF and CF depending on bitwise AND and ANDN of sources.;;
VPUNPCKHBW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;68;/r;;;Valid;Valid;AVX;;VPUNPCKHBW;PUNPCK;NA;Interleave high-order bytes from xmm2 and xmm3/m128 into xmm1.;;
VPUNPCKHDQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;6A;/r;;;Valid;Valid;AVX;;VPUNPCKHDQ;PUNPCK;NA;Interleave high-order doublewords from xmm2 and xmm3/m128 into xmm1.;;
VPUNPCKHQDQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;6D;/r;;;Valid;Valid;AVX;;VPUNPCKHQDQ;PUNPCK;NA;Interleave high-order quadword from xmm2 and xmm3/m128 into xmm1 register.;;
